text,original_text,domain,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
không gian quán bé nhưng rất đầm ấm mọi thứ decor đều ti hin nhỏ nhỏ xinh xinh ấy yêu lắm đồ ăn đây đối với mình thì rất ngon cái gì cũng ngon mà gọi tưởng ít nhưng ăn không hết nhé buger ăn no ná thở luôn mình không ăn hết giá lại vừa túi tiền luôn đồ ăn chất lượng lưu,"Không gian quán bé nhưng rất đầm ấm, mọi thứ decor đều ti hin nhỏ nhỏ xinh xinh ấy, yêu lắm :3 Đồ ăn ở đây đối với mình thì rất ngon, cái gì cũng ngon ý :3, mà gọi tưởng ít nhưng ăn không hết nhé, buger ăn no ná thở luôn ý *mình không ăn hết :((*  Giá lại vừa túi tiền luôn, đồ ăn chất lượng ! Lưu ý : < nhà vệ sinh không có khoá đâu =)))) >",restaurant,1,0,0,0,1,1,1,0,0,-1,0,0
không gian quán nhỏ nhỏ mà xung quanh toàn chữ tàu nên cảm giác như trong film hongkong menu đồ ăn khá phong phú nếu hông muốn nói là qá nhìu luôn món chính có cháo cơm chiên gà chiên xôi bột chiên vv nhưg mà vì xác định muốn ăn dimsum nên mình chỉ gọi dimsum thôi mà riêg phần này thôi cũg bao la rồi số suggest là chân gà hấp tàu xì bánh bao xá xíu bánh bao kim sa giá 32k 35k phần bánh bai thù chỉ có cái phần thôi nha trên hình 3c vì mình kêu thêm không nên kêu trà bình vì khá mắc kêu trà đá cho ổn định để ăn dc nhìu món khác,"Không gian quán nhỏ nhỏ mà xung quanh toàn chữ Tàu nên cảm giác y như trong film Hongkong :)) Menu đồ ăn khá phong phú nếu hông muốn nói là qá nhìu luôn. Món chính có cháo, cơm chiên, gà chiên, xôi, bột chiên,..vv.. Nhưg mà vì xác định muốn ăn dimsum nên mình chỉ gọi dimsum thôi mà riêg phần này thôi cũg bao la rồi. 1 số suggest là chân gà hấp tàu xì, bánh bao xá xíu, bánh bao kim sa.. Giá 32k~35k/phần, bánh bai thù chỉ có 2 cái/phần thôi nha, trên hình 3c vì mình kêu thêm. Không nên kêu trà bình vì khá mắc, kêu trà đá cho ổn định để ăn dc nhìu món khác :))",restaurant,0,-1,0,0,0,0,1,0,0,0,0,0
không gian quán rộng rãi đồ ăn rất ngon phục vụ tốt giá cả có hơi cao nhưng rất đáng đồng tiền,"Không gian quán rộng rãi, đồ ăn rất ngon, phục vụ tốt, giá cả có hơi cao nhưng rất đáng đồng tiền 👌👌👌",restaurant,1,0,0,0,0,1,0,0,0,0,0,1
không gian quán sạch sẽ cách sắp xếp bàn ghế và vật dụng hợp lý mình gọi combo phở nước gia 35k tô phở nhiều lắm nha mà nhìn hấp dẫn nữa thì bò ăn rất mềm ngọt nước dùng rất vừa ăn có cả bò gân bò viên cho bạn tùy chọn nhé đĩa rau giá nhìn cũng rất tươi và ngon nói chung mình thấy phở ngon chất lượng giá phải chăng,"Không gian quán sạch sẽ, cách sắp xếp bàn ghế và vật dụng hợp lý.Mình gọi 1 combo phở 1 nước gia 35k tô phở nhiều lắm nha mà nhìn hấp dẫn nữa, thì bò ăn rất mềm, ngọt, nước dùng rất vừa ăn. Có cả bò gân, bò viên cho bạn tùy chọn nhé. Đĩa rau, giá nhìn cũng rất tươi và ngon. Nói chung mình thấy phở ngon, chất lượng giá phải chăng.",restaurant,1,0,0,0,1,1,1,0,0,0,0,0
không gian rộng rãi thoáng mát lại cực kỳ sạch sẽ giá giá đây cũng hợp lý thích hợp tụ tập gia đình và bạn bè nè,"Không gian rộng rãi, thoáng mát lại cực kỳ sạch sẽ giá. Giá ở đây cũng hợp lý, thích hợp tụ tập gia đình và bạn bè nè :"">",restaurant,1,0,0,0,0,0,0,0,1,0,1,0
không gian sạch sẽ thoáng mat phở nước trong ngọt thanh rất ít béo thịt lát khá dày dặn thêm chén tiêt hột gà beo béo nữa là đủ chất luôn đây có các món nước uống tự làm khá đặc biệt như trà nước vối sữa đậu nành phục vụ khá ok nhanh nhẹn,"Không gian sạch sẽ, thoáng mat. Phở nước trong, ngọt thanh, rất ít béo, thịt lát khá dày dặn, thêm chén tiêt hột gà beo béo nữa là đủ chất luôn. Ở đây có các món nước uống tự làm khá đặc biệt, như trà nước vối, sữa đậu nành. Phục vụ khá ok, nhanh nhẹn",restaurant,1,0,0,1,0,1,1,0,0,0,0,1
không gian sáng bưng sạch sẽ và thông thoáng bánh cuốn nhân khá nhiều lớp bột mỏng cuốn đều tay nên ăn bị ngán nước mắm vừa ăn có thể chan nhiều mà sợ mặn tuy nhiên có ớt xay đặc biệt chả mực ăn ngon cực kì dường như chả được quết khá kĩ trộn lẫn cùng mực tươi cắt nhỏ nên có độ dai và giòn khá ok vị thơm ngon và tươi được free trà la hán quả và khăn lạnh nữa 35k cho bửa ăn đầy đủ chất lượng tb 70k người,"Không gian sáng bưng, sạch sẽ và thông thoáng. Bánh cuốn nhân khá nhiều, lớp bột mỏng cuốn đều tay nên ăn k bị ngán, nước mắm vừa ăn có thể chan nhiều mà k sợ mặn (tuy nhiên k có ớt xay). Đặc biệt chả mực ăn ngon cực kì, dường như chả được quết khá kĩ trộn lẫn cùng mực tươi cắt nhỏ nên có độ dai và giòn khá ok, vị thơm ngon và tươi. Được free trà la hán quả và khăn lạnh nữa. 35k cho 1 bửa ăn đầy đủ, chất lượng. TB 70k/2 người",restaurant,1,1,0,0,1,1,1,0,0,0,0,0
không gian thoải mái mì ngon nhất là sốt kem béo ngây ngất nhưng ăn không ngán ngoài ra còn kết hợp mặt bằng với quán miracle dessert nên có thể ăn tráng miệng bánh ngọt các loại luôn giá cả hợp lý chỉ có nước là hơi đắt,"Không gian thoải mái. Mì ngon, nhất là sốt kem béo ngây ngất nhưng ăn không ngán. Ngoài ra còn kết hợp mặt bằng với quán Miracle Dessert nên có thể ăn tráng miệng bánh ngọt các loại luôn. Giá cả hợp lý, chỉ có nước là hơi đắt.",restaurant,1,-1,0,0,1,1,0,0,0,0,0,0
không gian với màu xanh chủ đạo khá bắt mắt nhân viên thân thiện và tiệm lúc nào cũng sạch hết đồ ăn ngon giá phải chăng,"Không gian với màu xanh chủ đạo khá bắt mắt, nhân viên thân thiện và tiệm lúc nào cũng sạch hết. Đồ ăn ngon, giá phải chăng :D",restaurant,1,0,0,0,1,1,0,0,0,0,0,1
không giống với cơm niêu sing mà mình hay ăn ngoài hn nhưng cũng khá ngon bò xào mềm tẩm ướp vừa miệng đây là thức ăn tính riêng cơm tình riêng phần bò như hình là 45k cơm 10k niêu hợp lý và chất lượng cho bữa tối có điều lúc đi tìm nhà vệ sinh đây thì thấy có con chuột chạy qua làm con bé đứng tim suýt ngất vì sợ trừ cho sao nha,"Không giống với cơm niêu Sing mà mình hay ăn ngoài HN nhưng cũng khá ngon, bò xào mềm, tẩm ướp vừa miệng. Ở đây là thức ăn tính riêng, cơm tình riêng, phần bò như hình là 45k, cơm 10k/ niêu. Hợp lý và chất lượng cho bữa tối. Có điều lúc đi tìm nhà vệ sinh ở đây thì thấy có con chuột chạy qua làm con bé đứng tim suýt ngất vì sợ 😭😭😭 Trừ cho 1 sao nha 🙄",restaurant,-1,0,0,0,1,1,0,0,0,0,0,0
không nên bỏ qua khi ghé quán là món này nè 50k món này đây làm ăn cũng hơi dễ ngán vì bỏ hơi nhiều bơ nhưng mùi vị thì rất tuyệt răng mực tươi và ngot hơn giờn kiểu mềm mềm dai dai khó diễn tả nhỉ nước sốt thấm vào răng mực thơm bơ thơm tỏi về độ cay thì hít hà rồi,"không nên bỏ qua khi ghé quán là món này nè :)) 50k Món này ở đây làm ăn cũng hơi dễ ngán vì bỏ hơi nhiều bơ nhưng mùi vị thì rất tuyệt. Răng mực tươi và ngot hơn, giờn kiểu mềm mềm dai dai ý, khó diễn tả nhỉ ^^ nước sốt thấm vào răng mực thơm bơ, thơm tỏi, về độ cay thì hít hà rồi :)",restaurant,0,0,0,0,0,1,0,0,0,0,0,0
không ngon như mong đợi giá đắt thịt mềm nhưng mà sốt không ngon nhạt nhẽo hai phần ăn nước 201k,Không ngon như mong đợi Giá đắt thịt mềm nhưng mà sốt không ngon Nhạt nhẽo :) Hai phần ăn 2 nước 201k,restaurant,0,0,0,0,0,-1,0,0,0,0,-1,0
không no không về chungban,Không no không về 😄#chungban,restaurant,0,0,0,0,0,1,0,0,0,0,0,0
không tệ đối với một tô bún thang 38k bán tại sài gòn ngay tại hà nội cũng còn khó để tìm được một tô bún thang chuẩn nên như thế này là rất ok rồi góp cho chủ quán là ko nên cho mắm tôm vào tô bún để riêng ra ai thích ăn ngta tự bỏ thì tốt hơn cần cho thêm bún để đỡ lèo tèo hơn mà giá thành cungz ko bị đội lên nhiều thực khách mà no bụng thì ngta sẽ quay lại,Không tệ đối với một tô bún thang 38k bán tại Sài Gòn. Ngay tại Hà Nội cũng còn khó để tìm được một tô bún thang chuẩn nên như thế này là rất ok rồi. Góp ý cho chủ quán là ko nên cho mắm tôm vào tô bún. Để riêng ra ai thích ăn ngta tự bỏ thì tốt hơn. Cần cho thêm bún để đỡ lèo tèo hơn mà giá thành cungz ko bị đội lên nhiều. Thực khách mà no bụng thì ngta sẽ quay lại:),restaurant,0,0,0,0,0,0,-1,0,0,0,0,0
không thể bỏ qua thịt xiên nướng hương néo được thịt tươi xiên que miếng nào ra miếng đấy nhìn rõ là miếng thịt chứ không phải thịt trộn đủ thứ tạp phí lù riềng xả để chẳng nhìn thấy miếng thịt hình dáng ntn vị thịt xiên thì khỏi phải nói đã ăn lần thì lần nào đến cũng thể thiếu trong order món khác có thể thiếu chứ món xiên thần thánh trừ khi quán hết mới ăn giá thì chỉ có 6k,"Không thể bỏ qua thịt xiên nướng ở Hương Néo được. Thịt tươi xiên que, miếng nào ra miếng đấy nhìn rõ là miếng thịt chứ không phải thịt trộn đủ thứ tạp phí lù riềng xả để chẳng nhìn thấy miếng thịt hình dáng ntn. Vị thịt xiên thì khỏi phải nói, đã ăn 1 lần thì lần nào đến cũng k thể thiếu trong order. Món khác có thể thiếu chứ món xiên thần thánh trừ khi quán hết mới k ăn. Giá thì chỉ có 6k :#3",restaurant,0,0,0,0,1,1,1,0,1,0,0,0
khu cơm gà này nổi tiếng nhất là 142 một phần má đùi to lắm gà chiên giòn rụm thịt gà bên trong mềm ướt xé thịt gà rồi chấm vs nước chấm ngọt tuyệt vời có tỏi ngâm và ớt ngâm chua chua ngon lắm cơm chiên nhiều tơi và ko bị khô canh rong biển đây ngon lắm một phần bao no lun quán sạch sẽ lúc nào cũng đông và có mấy nhà lận nha gửi xe có thê miễn phí,"Khu cơm gà này nổi tiếng nhất là 142. Một phần má đùi to lắm. Gà chiên giòn rụm. Thịt gà bên trong mềm, ướt. Xé thịt gà rồi chấm vs nước chấm ngọt tuyệt vời. Có tỏi ngâm và ớt ngâm chua chua ngon lắm. Cơm chiên nhiều, tơi và ko bị khô. Canh rong biển ở đây ngon lắm. Một phần bao no lun. Quán sạch sẽ. Lúc nào cũng đông và có mấy nhà lận nha. Gửi xe có thê miễn phí.",restaurant,1,0,0,0,0,1,1,0,1,1,0,0
khúc bạch béo béo thơm bùi ăn rất ngon khúc bạch dai ko bị bở mềm rục nước ngọt vừa phải ko ngọt gắt hạnh nhân cho khá nhiều vải hộp ăn khá ngon cho đá ko quá nhiều món này tráng miệng tuyệt vời luôn giá cao nhân viên pv tốt quán sạch sẽ,"Khúc bạch béo béo, thơm bùi ăn rất ngon. Khúc bạch dai, ko bị bở, mềm rục. Nước ngọt vừa phải, ko ngọt gắt. Hạnh nhân cho khá nhiều. Vải hộp ăn khá ngon. Cho đá ko quá nhiều. Món này tráng miệng tuyệt vời luôn. Giá cao. Nhân viên pv tốt. Quán sạch sẽ.",restaurant,1,0,0,0,-1,1,1,0,0,0,0,1
khuyến cáo đấy không phải quán xe đẩy chấm nước tương như đã pr trên mạngmình xin nhắc lại là đây là xe đẩy hoàn toàn khác một anh nam đứng bán cách xe đẩy nổi tiếng kia tầm gần 10m nước chấm là hỗn hợp tương vs tương ớt hay mà ăn rất ngon và có cay nhé phần viên 18k có thể tự chọn ngon hơn chỗ xe đẩy kia nhiều lấy con mèo mình đang bế ra mình thề nếu mình nói điêu thì đấy là mèo đực được chưa có bàn ghế ngồi nhé chứ ko phải mua take away như xe kia nước chấm ngon há cảo xíu mại ngon có rau ăn kèm bán nhanh hết 3k viên khá cay cho mấy bạn không biết ăn cay như mình mua nước gì cũng được đừng mua nước sâm mình thấy vị hơi chua và hơi sệt chỉ có bàn để ngồi ai béo thì ngồi hơi chật được cái anh bán hàng và các bạn ảnh cũng nhiệt tìnhnên thử có thể sẽ ghiền riêng mình thấy ngon hơn thay vì chấm tương pha2 người ăn tầm 50k là lăn nhé,"KHUYẾN CÁO ĐẤY KHÔNG PHẢI QUÁN XE ĐẨY CHẤM NƯỚC TƯƠNG NHƯ ĐÃ PR TRÊN MẠNGMình xin nhắc lại là đây là 1 xe đẩy hoàn toàn khác, một anh nam đứng bán, cách xe đẩy nổi tiếng kia tầm gần 10m, nước chấm là hỗn hợp tương vs tương ớt hay j mà ăn rất ngon, và có CAY nhé, 1 phần 6 viên 18k, có thể tự chọn, ngon hơn chỗ xe đẩy kia nhiều, lấy con mèo mình đang bế ra mình thề, nếu mình nói điêu thì đấy là mèo đực được chưa ? có bàn ghế ngồi nhé chứ ko phải mua take away như xe kia(+) nước chấm ngon, há cảo xíu mại ngon, có rau ăn kèm, bán nhanh hết(-) 3k 1 viên, khá cay cho mấy bạn không biết ăn cay (như mình), mua nước gì cũng được, đừng mua nước sâm, mình thấy vị hơi chua và hơi sệt :| chỉ có 2 3 bàn để ngồi, ai béo thì ngồi hơi chật, được cái anh bán hàng và các bạn ảnh cũng nhiệt tìnhNên thử, có thể sẽ ghiền, riêng mình thấy ngon hơn thay vì chấm tương pha2 người ăn tầm 50k là lăn nhé <#3",restaurant,0,0,0,1,0,1,1,0,1,0,0,1
kiểu ăn gì cũng bị mặn mình ăn người gọi combo trên app meete cho 2ng đc giảm 60 và gọi thêm phần thịt nướng nhưng tính ra thì cũng ngang giá với gogi nên nếu ko đc giảm giá chắc là mắc lắm thêm nữa khi ăn nv cứ nhìn mình để coi khách có order thêm gì ko làm bọn mình thấy hơi bất tiện,Kiểu ăn gì cũng bị mặn ý. Mình ăn 3 người gọi 1 combo trên app meete cho 2ng đc giảm 60% và gọi thêm 1 phần thịt nướng nhưng tính ra thì cũng ngang giá với Gogi ý nên nếu ko đc giảm giá chắc là mắc lắm :((Thêm nữa khi ăn nv cứ nhìn mình để coi khách có order thêm gì ko làm bọn mình thấy hơi bất tiện 👎🏻👎🏻,restaurant,0,0,0,0,-1,-1,0,0,0,0,0,-1
kiểu lẩu riêu cua hà nội nè có bắp bò đậu hủ chiên vàng mọc chả cua đồng chén riêu cua trứng hột vịt lộn rau nhợ linh tinh được đựng trong cái mẹt đúng kiểu hà nội luôn mà hình như còn thiếu sườn sụn mới đúng bài kèm theo dĩa bánh đa cua thấy đúng kiểu bắc chứ trong này không thấy có loại này nồi lẩu chất lượng nước lẩu ngọt thanh tự nhiên chua chua vị giấm rất nhẹ không bị nồng ăn không bị ngấy nói chung là ngon thật,"Kiểu lẩu riêu cua Hà Nội nè, có bắp bò, đậu hủ chiên vàng, mọc, chả, cua đồng, 1 chén riêu cua, 2 trứng hột vịt lộn, rau nhợ linh tinh được đựng trong cái mẹt đúng kiểu Hà Nội luôn, mà hình như còn thiếu sườn sụn mới đúng bài. Kèm theo 2 dĩa bánh đa cua, thấy đúng kiểu Bắc chứ trong này không thấy có loại này! Nồi lẩu chất lượng  nước lẩu ngọt thanh tự nhiên, chua chua vị giấm rất nhẹ, không bị nồng, ăn không bị ngấy, nói chung là ngon thật",restaurant,0,0,0,0,0,1,1,0,0,0,0,0
kiểu như cơm trộn hàn quốc vậy đó đủ món rồi trộn đều lên mà măm măm thôi món này làm rất vừa miệng có dưa chuột giòn giòn cơm tơi hạt thịt chả cho rất nhiều nhà hàng này mình ăn từ hồi còn bé tới giờ đồ ăn ngon ko gian lại đẹp nữa người ăn uống hết tầm 150k,"Kiểu như cơm trộn hàn quốc vậy đó, đủ món rồi trộn đều lên mà măm măm thôi ^^.Món này làm rất vừa miệng, có dưa chuột giòn giòn, cơm tơi hạt. Thịt chả cho rất nhiều. Nhà hàng này mình ăn từ hồi còn bé tới giờ, đồ ăn ngon, ko gian lại đẹp nữa.2 người ăn uống hết tầm 150k.",restaurant,1,0,0,0,0,1,1,0,1,0,0,0
kimbab làm ngay tại hội chợ cuốn ngay ăn liền nên cảm thấy fresh và thích cũng có một phần vì lúc trước ăn quán rồi nên mình đã thích và có cảm tình với quán từ đó sau này nghe nói bán hội chợ the box sẵn mua đồ ủng hộ con bạn bán đồ si bên này thì qua ủng hộ đây luôn,"Kimbab làm ngay tại hội chợ, cuốn ngay ăn liền, nên cảm thấy fresh và thích :3 Cũng có một phần vì lúc trước ăn ở quán rồi nên mình đã thích và có cảm tình với quán từ đó. Sau này nghe nói bán hội chợ The Box sẵn mua đồ ủng hộ con bạn bán đồ si bên này thì qua ủng hộ đây luôn :3 :3 :3 :#3",restaurant,0,0,0,0,0,1,1,0,1,0,0,0
ko gian rộng đẹp giá cả hợp lý,"Ko gian rộng, đẹp. Giá cả hợp lý",restaurant,1,0,0,0,0,0,0,0,0,0,1,0
lạ cái là đây cũng bán đồ chay mà ngon thua kém gì các quán chay khác lun đặc biệt hơn là bán bánh kẹp chay nữa nó phục vụ coi như gần đủ hết nhu cầu ăn uống của khách tây rồi còn gì thích cái sauce màu trắng trắng trong bánh ăn chua chua mà làm miếng chả chiên bị ngấy khi ăn giá trung bình 120k người,"Lạ cái là ở đây cũng bán đồ chay, mà ngon k thua kém gì các quán chay khác lun, đặc biệt hơn là bán bánh kẹp chay nữa, nó phục vụ coi như gần đủ hết nhu cầu ăn uống của khách Tây rồi còn gì. Thích cái sauce màu trắng trắng trong bánh, ăn chua chua mà k làm miếng chả chiên bị ngấy khi ăn. Giá trung bình 120k/2 người",restaurant,0,0,0,0,0,1,1,0,0,0,0,0
là khách quen tại quán và rất hảo các món miền trung bản thân rất ấn tượng các món ăn tại quán tuy rất quen thuộc nhưng các món được chính tay cô chủ quán nêm nếm chấm món rất ngon miệng giá thành lại rất mềm chỉ với giá 30 000vnd bạn đã được một tô mì quảng chất lượng gồm tôm thịt trứng cút bánh tráng rau sống với nước dùng béo ngậy và độ sệt nhè nhẹ thưởng thức một lần sẽ nhớ mãi và muốn ghé lại lần nữa hoặc gọi thêm một tô nếu bụng bạn còn chỗ trống cười đúng với cái tên quán nhớ,"Là khách quen tại quán, và rất hảo các món miền Trung. Bản thân rất ấn tượng các món ăn tại quán, tuy rất quen thuộc nhưng các món được chính tay cô chủ quán nêm nếm chấm món rất ngon miệng. Giá thành lại rất mềm.Chỉ với giá 30.000VND bạn đã được một tô mì quảng chất lượng gồm tôm, thịt, trứng cút, bánh tráng, rau sống với nước dùng béo ngậy và độ sệt nhè nhẹ.Thưởng thức một lần sẽ nhớ mãi và muốn ghé lại lần nữa hoặc gọi thêm một tô nếu bụng bạn còn chỗ trống (cười 😆). Đúng với cái tên Quán Nhớ",restaurant,0,0,0,0,1,1,1,0,1,0,0,0
là lá la đi ăn món nướng no lăn zìa nà đi đâu ăn đồ nướng thì cũng gọi bò cuộn phô mai hết lúc mới mang ra nhìn có hơi hụt hẫng vì chẳng thấy phô mai đâu cả mà lúc nướng lên ăn mới thấy phô mai tan chảy beo béo bên trong bò mềm hành giòn một mình có thể quất sạch dĩa này luôn một dĩa cuộn là 60k,"Là lá la đi ăn món nướng no lăn zìa nà. Đi đâu ăn đồ nướng thì cũng gọi bò cuộn phô mai hết. Lúc mới mang ra nhìn có hơi hụt hẫng vì chẳng thấy phô mai đâu cả, mà lúc nướng lên ăn mới thấy phô mai tan chảy beo béo bên trong, bò mềm, hành giòn...một mình có thể quất sạch 1 dĩa này luôn. Một dĩa 7 cuộn là 60k.",restaurant,0,0,0,0,0,1,1,0,0,0,0,0
lạ lạ quen quen mình ăn phát hết diã gở ốc ko bít mệt luôn ngon phát hờn mà bị cái đi sớm cho ko đông chứ từ 6h ko còn bàn phải đợi chờ,Lạ lạ quen quen 1 mình ăn phát hết 1 diã gở ốc ko bít mệt luôn 😂 ngon phát hờn mà bị cái đi sớm cho ko đông chứ từ 6h ko còn bàn phải đợi chờ,restaurant,0,0,0,0,0,1,0,0,1,0,0,0
là quán ruột của những người con xa quê cũng đã mở được mấy chục năm rồi bẵng đi vài năm hôm nay quay trở lại bún riêu cua ốc thanh hải nổi tiếng khu kỳ đồng đã lên giá 40k tô bằng giá này hà nội còn có cả thịt bò nhưng không thể phủ nhận là nó ngon thôi thì thỉnh thoảng đi nếm hương vị bắc tại sài gòn giá cao tí cũng được,"Là quán ruột của những người con xa quê, cũng đã mở được mấy chục năm rồi. Bẵng đi vài năm, hôm nay quay trở lại, bún riêu cua ốc Thanh Hải nổi tiếng khu Kỳ Đồng đã lên giá: 40k/tô 😢 bằng giá này ở Hà Nội còn có cả thịt bò :'( nhưng không thể phủ nhận là nó ngon 😳 thôi thì thỉnh thoảng đi nếm hương vị bắc tại Sài Gòn, giá cao tí cũng được.",restaurant,0,0,0,0,-1,1,0,0,1,0,0,0
lại một lần nữa cất công khen nước dùng đây cả hội đi ăn ngao mà không thèm giành ngao mỗi đứa ôm cái thìa húp xì xụp nước chua cay đúng vị thái ngao mềm hâpd vừa tới nên còn rất ngọt mình thích chấm muối tiêu các bạn có thể chấm nước chấm cũng ngon,"Lại một lần nữa cất công khen nước dùng ở đây. Cả hội đi ăn ngao mà không thèm giành ngao, mỗi đứa ôm 1 cái thìa húp xì xụp :))Nước chua cay đúng vị Thái, ngao mềm, hâpd vừa tới nên còn rất ngọt. Mình thích chấm muối tiêu, các bạn có thể chấm nước chấm cũng ngon ;)",restaurant,0,0,0,0,0,1,0,0,0,0,0,0
lại một quán bún đậu khác nữa vì nghiện bún đậu mà quán này cũng ngon nhưng mà khá là đắt quán đông vcđ ra luôn vs cả quán hơi khó tìm vì mãi bên trong ngõ hẹp,Lại một quán bún đậu khác nữa :)) vì nghiện bún đậu mà :)) quán này cũng ngon nhưng mà khá là đắt :3 quán đông vcđ ra luôn ý 😂😂 vs cả quán hơi khó tìm vì mãi bên trong ngõ hẹp :#3,restaurant,0,0,0,0,1,1,0,-1,1,0,0,0
lại phải ăn ngon dã man con ngan lại còn rẻ nữa,Lại phải ăn : )) ngon dã man con ngan lại còn rẻ nữa: )),restaurant,0,0,0,0,1,1,0,0,0,0,0,0
lại phải khen ngon thêm trứng ốp 8k nữa nchug là bao nooooo luônnnnn,Lại phải khen ngon :)) thêm trứng ốp 8k nữa :)) nchug là bao nooooo luônnnnn,restaurant,0,0,0,0,0,1,0,0,0,0,0,0
lại thêm chi nhánh chảnh nữa bình thạnh nè ko gian thoáng cũng đẹp có chỗ để xe lun trong hình là phần tá lả nhe kiểu qua mới ăn mà nay lại ăn tiếp không biết ngán là gì lunnnn,"Lại thêm 1 chi nhánh A Chảnh nữa ở Bình Thạnh nè, ko gian thoáng, cũng đẹp, có chỗ để xe lun.Trong hình là 2 phần tá lả nhe, kiểu qua mới ăn mà nay lại ăn tiếp không biết ngán là gì lunnnn",restaurant,1,0,0,0,0,1,0,0,1,0,0,0
lại thêm một quân cơm sang chảnh sườn đây được ướp khá kĩ nhé thịt rất mềm thơm và hơi ngọt ngọt thích lắm miếng thịt cũng khá to nữa nhé chả trứng thì mềm hơi nhạt xíu bì thì dai dai không quá khô nhưng hơi nhìu thính xíu mình ko thích lắm giá đây người tầm 120k khônggian quán khá ok tạo cảm giác rất êm dịu,"Lại thêm một quân cơm sang chảnh ^^ sườn đây được ướp khá kĩ nhé, thịt rất mềm, thơm, và hơi ngọt ngọt thích lắm, miếng thịt cũng khá to nữa nhé . Chả trứng thì mềm, hơi nhạt xíu. Bì thì dai dai, không quá khô, nhưng hơi nhìu thính xíu, mình ko thích lắm. Giá đây 2 người tầm 120k, khônggian quán khá ok, tạo cảm giác rất êm dịu",restaurant,1,0,0,0,0,1,0,0,0,0,0,0
làm con cá hết xảy cá siêu tươi nhiều thịt cá chiên xù nên ăn giòn rụm luôn thích mấy quán thế này đủ món hết đi ăn gia đình thích lắm cả nhà ăn uống no nê luôn chia ra người cỡ 150k thôi bao no kkk,"Làm con cá hết xảy, cá siêu tươi, nhiều thịt, cá chiên xù nên ăn giòn rụm luôn. Thích mấy quán thế này, đủ món hết, đi ăn gia đình thích lắm. Cả nhà ăn uống no nê luôn chia ra 2 người cỡ 150k thôi. Bao no kkk.",restaurant,0,0,0,0,1,1,1,0,1,0,0,0
lan anh bán bún bung buổi sáng rất nổi rồi nhé mới gần đây từ 11h trưa bán bún ngan siêu ngon chỉ với 30k nhé t7 cn có bún ngan nhé,"Lan Anh - bán Bún bung buổi sáng, rất nổi rồi nhé. Mới gần đây từ 11h trưa bán bún ngan siêu ngon chỉ với 30k nhé. T7 CN k có bún ngan nhé.",restaurant,0,0,0,0,1,1,0,0,1,0,0,0
lần anò tới đây mình vs bạn mình kiu dĩa đứa ăn cho đã nước tương pha hơi ngọt ngọt ăn với đu đủ chua chua là vừa luôn,Lần anò tới đây mình vs bạn mình kiu 3 dĩa 2 đứa ăn cho đã :3. Nước tương pha hơi ngọt ngọt ăn với đu đủ chua chua là vừa luôn.,restaurant,0,0,0,0,0,1,0,0,1,0,0,0
lần đầu ăn bánh đa cua thiệt tình thì tô bánh đa dọn ra có một sự thất vọng kh hề nhẹ rau ít vài sợi rau muống cọng như hình tô thì để tô nhựa bán luôn dù có nói rõ là do ban nãy bán cho khách đem về mà làm dư nhưng mình tin là có thể xử lý khéo hơn bằng việc đổ ra tô đá lại sắp xếp lại đẹp đẽ chứ kh tày hoày như vầy nước dùng hơi mặn điểm cộng là nhiều riêu cua tô to mà 30k đường này là rất ổn bánh đa sợi trụng vừa tới còn độ dai,"Lần đầu ăn bánh đa cua.Thiệt tình thì tô bánh đa dọn ra có một sự thất vọng kh hề nhẹ: rau ít, vài sợi rau muống cọng như hình à. Tô thì để tô nhựa bán luôn, dù có nói rõ là do ban nãy bán cho khách đem về mà làm dư, nhưng mình tin là có thể xử lý khéo hơn bằng việc đổ ra tô đá lại, sắp xếp lại đẹp đẽ, chứ kh tày hoày như vầy :( Nước dùng hơi mặn. Điểm cộng là nhiều riêu cua. Tô to mà 30k ở đường này là rất ổn. Bánh đa sợi trụng vừa tới còn độ dai.",restaurant,0,0,0,0,0,0,-1,0,0,0,0,0
lần đầu ăn bánh đúc thấy ăn cũng tạm được nhưng không cảm nhận được vị bột lắm nước mắm chua ngọt nhưng hơi nhạt so với mình,"Lần đầu ăn bánh đúc, thấy ăn cũng tạm được, nhưng không cảm nhận được vị bột lắm. Nước mắm chua ngọt nhưng hơi nhạt so với mình",restaurant,0,0,0,0,0,0,0,0,0,0,0,0
lần đầu ăn bún chả cảm giác hơi ngỡ ngàng và bàng hoàng ăn ngon nhưng có điều thịt đây nhiều mỡ nên hơi ngán pon1203 monngonhanoi,"Lần đầu ăn bún chả, cảm giác hơi ngỡ ngàng và bàng hoàng, ăn ngon nhưng có điều thịt ở đây nhiều mỡ nên hơi ngán 👌#pon1203 #monngonhanoi",restaurant,0,0,0,0,0,0,0,0,0,0,0,0
