text,original_text,domain,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#QUALITY,SERVICE#GENERAL
nằm trung tâm phố cổ hà nội rất thuận tiện đi lại ăn uống khách sạn đáng yêu với thái độ phục vụ niềm nở năm ngay trung tâm phố cổ hà nội rất thuận tiện ăn uống mua sắm gần đó có cafe lính hàng buồm rất có cá tính,"Nằm ở trung tâm phố cổ Hà Nội, rất thuận tiện đi lại ăn uống. Khách sạn đáng yêu với thái độ phục vụ niềm nở, năm ngay trung tâm phố cổ Hà Nội. Rất thuận tiện ăn uống, mua sắm. Gần đó có cafe Lính hàng Buồm rất có cá tính.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sach se dieu kien khach san rat tot an toan sach se tien loi cho moi nguoi gia ca rat tot binh dan nhan vien vui ve hoat bat thuan tien di lai an uong mua sam cho dem pho co moi thu hop ly cho chuyen du lich thu gian hoac cong tac cho ban phu hop lời khuyên nen chon cho chuyen du lich cua ban,"Sach se Dieu kien khach san Rat tot, an toan, Sach se, tien loi cho moi Nguoi, gia ca rat tot, binh dan, nhan vien Vui ve hoat bat, thuan tien di lai, an uong.......mua Sam cho dem pho co. Moi thu hop Ly cho chuyen du lich thu Gian hoac cong tac cho ban.....phu hop Lời khuyên: Nen chon cho chuyen du lich cua ban",hotel,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thuan tien di lai an uong binh dan than thien ngay pho co phu hop cong tac du lich tiet kiem gan va de di chuyen ben xe san bay an uong re vua tui tien thuan tien nhan vien vui ve niem no phu hop cho khach trung binh tiet kiem nhung thoai mai lời khuyên về đặc điểm khách sạn kha sach se yen tinh,"Thuan tien di lai, an uong binh Dan Than thien , ngay pho co, phu hop cong tac, du lich tiet kiem, gan va de di chuyen Ben xe, San bay, an uong re vua tui tien thuan tien, nhan vien Vui ve Niem no, phu hop cho Khach trung binh, Tiet kiem nhung thoai Mai. Lời khuyên về đặc điểm khách sạn: Kha Sach se, yen tinh",hotel,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
khách sạn nằm trung tâm của hà nội chỉ cần phút đi bộ ra hồ hoàn kiếm nổi tiếng khoảng cách đi bộ đến các điểm tham quan du lịch nổi tiếng như nhà hát lớn nhà hát múa rối nước thăng long bảo tàng mỹ thuật các phòng đều khác nhau về kích thước nhưng nói chung rất sạch sẽ và được trang bị tv lcd đầu dvd điều hoà không khí két an toàn phòng tắm riêng các nhân viên khách sạn thân thiện và luôn sẵn sàng giúp đỡ họ có kiến thức tốt về thành phố và đã cho chúng tôi rất nhiều thông tin hữu ích nơi ăn nơi đi du lịch một số nhà hàng tốt gần khách sạn mà họ đề nghị đều rất ngon,"Khách sạn nằm ở trung tâm của Hà Nội, chỉ cần 5 phút đi bộ ra hồ Hoàn Kiếm nổi tiếng, khoảng cách đi bộ đến các điểm tham quan du lịch nổi tiếng như: nhà hát lớn, nhà hát múa rối nước Thăng Long, Bảo tàng Mỹ thuật .... các phòng đều khác nhau về kích thước, nhưng nói chung rất sạch sẽ và được trang bị: TV LCD, đầu DVD, điều hòa không khí, két an toàn, phòng tắm riêng ... Các nhân viên khách sạn thân thiện và luôn sẵn sàng giúp đỡ. Họ có kiến thức tốt về thành phố và đã cho chúng tôi rất nhiều thông tin hữu ích: nơi ăn, nơi đi du lịch ....., một số nhà hàng tốt gần khách sạn mà họ đề nghị đều rất ngon.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
kỳ nghỉ tốt đẹp và thoải mái hà nội với khách sạn green street gía cả rất tốt internet hoàn toàn miễn phí và họ có dịch vụ du lịch xuất sắc tại sao tôi lại nói vậy vì dịch vụ của họ hoàn toàn trung thự giá mềm mà chất lượng rất ok,"1 kỳ nghỉ tốt đẹp và thoải mái ở Hà Nội với khách sạn Green Street. Gía cả rất tốt ,internet hoàn toàn miễn phí và họ có dịch vụ du lịch xuất sắc. Tại sao tôi lại nói vậy vì dịch vụ của họ hoàn toàn trung thự, giá mềm mà chất lượng rất ok.",hotel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tôi đã đi cùng với cha tôi và đã nghỉ đây ngày khách sạn này có vẻ như mới được xây dựng đặc biệt là phòng tắm rất mới và nó rất yên tĩnh thoải mái sạch sẽ với mức giá rất rẻ mà chúng tôi phải trả tiền đội ngũ nhân viên rất thân thiện và rất chu đáo khách sạn hoàn hảo nếu bạn không muốn chi tiêu rất nhiều tiền,"Tôi đã đi cùng với cha tôi và đã nghỉ ở đây 4 ngày, khách sạn này có vẻ như mới được xây dựng, đặc biệt là phòng tắm rất mới và nó rất yên tĩnh thoải mái, sạch sẽ với mức giá rất rẻ mà chúng tôi phải trả tiền. Đội ngũ nhân viên rất thân thiện và rất chu đáo. Khách sạn hoàn hảo nếu bạn không muốn chi tiêu rất nhiều tiền.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
đến thăm hà nội lần đầu tiên tôi đã tại khách sạn green street khách sạn nằm trung tâm của hà nội gần với khu phố cổ các nhân viên rất thân thiện và hữu ích đặc biệt là người quản lý những người luôn vui vẻ khi cung cấp thông tin về các chuyến đi của chúng tôi phòng của tôi sạch sẽ và rộng rãi giường thoải mái wifi có sẵn miễn phí phòng tắm lớn với tiện nghi tốt bắt đầu bữa ăn sáng lúc 7h sáng là một bữa tiệc buffet tuyệt vời mà tôi nghĩ rằng đó là bữa trưa qủa là trải nghiệm thú vị khi lần đầu đến hà nội,"Đến thăm Hà Nội lần đầu tiên, tôi đã ở tại khách sạn Green Street. Khách sạn nằm ở trung tâm của Hà Nội, gần với khu phố cổ. Các nhân viên rất thân thiện và hữu ích, đặc biệt là người quản lý - những người luôn vui vẻ khi cung cấp thông tin về các chuyến đi của chúng tôi. Phòng của tôi sạch sẽ và rộng rãi, giường thoải mái, wifi có sẵn miễn phí. Phòng tắm lớn với tiện nghi tốt. Bắt đầu bữa ăn sáng lúc 7h sáng, là một bữa tiệc buffet tuyệt vời mà tôi nghĩ rằng đó là bữa trưa.Qủa là 1 trải nghiệm thú vị khi lần đầu đến Hà Nội",hotel,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1
tôi lại trong khách sạn sau khi không hài lòng về khách sạn khác các nhân viên tại green street rất thân thiện họ thuê taxi luôn cho khách hàng như thế khách hàng sẽ không bị lừa các phòng sạch sẽ và có một mức giá phải chăng wifi chạy tốt bữa ăn sáng không ngon nhưng bạn có thể thương lượng về món tôi đã đây hai năm liên tiếp và tôi có lẽ sẽ trở lại đây lần thứ bạn có thể tìm nơi khác tốt hơn nhưng ít có nhân viên nào giống như green street họ vô cùng cởi mở và đáng tin cậy,"Tôi ở lại trong khách sạn sau khi không hài lòng về 1 khách sạn khác.Các nhân viên tại Green Street rất thân thiện. Họ thuê taxi luôn cho khách hàng , như thế khách hàng sẽ không bị lừa. Các phòng sạch sẽ và có một mức giá phải chăng. Wifi chạy tốt. Bữa ăn sáng không ngon nhưng bạn có thể thương lượng về món.Tôi đã ở đây hai năm liên tiếp và tôi có lẽ sẽ trở lại đây lần thứ 3. Bạn có thể tìm 1 nơi khác tốt hơn nhưng ít có nhân viên nào giống như Green Street, họ vô cùng cởi mở và đáng tin cậy",hotel,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
chúng tôi đêm tại khách sạn vào tháng năm 2012 vị trí của khách sạn là hoàn hảo nó trong khu phố cổ một trong các đường phố chính nhưng nó không ồn ào bữa ăn sáng là rất tốt với một loạt các món ăn ngon các nhân viên của khách sạn rất thân thiện chuyên nghiệp và hay giúp đỡ khách hàng chúng tôi không có phàn nàn gì liên quan đến các dịch vụ đây các phòng chúng tôi nhận được khá tối và ẩm ướt mặc dù trời khá lạnh tại hà nội vào thời điểm đó khoảng 15 và không có thiết bị sưởi ấm nhưng những gì khó khăn với chúng tôi nhất là nệm giường có lẽ là nệm lò xo cũ đây thực sự là một nhược điểm lớn và họ nên thay đổi nó nếu không nó sẽ xoá bỏ các dịch vụ tốt và mức chi phí hợp lý mà khách sạn đã đem lại cho khách hàng phần tốt nhất của nơi này là chắc chắn nhân viên,"Chúng tôi ở 3 đêm tại khách sạn vào tháng 2 năm 2012. Vị trí của khách sạn là hoàn hảo. Nó trong khu phố cổ, một trong các đường phố chính, nhưng nó không ồn ào.Bữa ăn sáng là rất tốt, với một loạt các món ăn ngon. Các nhân viên của khách sạn rất thân thiện, chuyên nghiệp và hay giúp đỡ khách hàng. Chúng tôi không có phàn nàn gì liên quan đến các dịch vụ ở đây.Các phòng chúng tôi nhận được khá tối và ẩm ướt mặc dù trời khá lạnh tại Hà Nội vào thời điểm đó, khoảng 15 ° C, và không có thiết bị sưởi ấm. Nhưng những gì khó khăn với chúng tôi nhất là nệm giường. Có lẽ là nệm lò xo cũ. Đây thực sự là một nhược điểm lớn và họ nên thay đổi nó.Nếu không, nó sẽ xóa bỏ các dịch vụ tốt và mức chi phí hợp lý mà khách sạn đã đem lại cho khách hàng. Phần tốt nhất của nơi này là chắc chắn nhân viên.",hotel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,1
vị trí vị trí và vị trí vị trí đắc địa nhưng khách sạn đã cũ rồi khách tới thăm người trong khách sạn sao phải gửi chứng minh thư lễ tân mới được lên phòng nhỉ mình ko phải tới thăm đối tác lần đầu khách sạn mà nhân viên lễ tân khách sạn này lại yêu cầu và còn cho mình một bài giảng về quy định của tất cả các khách sạn đều là như thế vậy những khách sạn khác cho mình lên phòng ko cần chứng minh như sheraton cũng là phạm luật thậm chí khách xuống đón mà nhân viên lễ tân vẫn bắt để lại chứng minh là sao nhỉ thật là một kinh nghiệm thú vị sau hơn 20 năm đón và tiếp khách tại việt nam,"vị trí, vị trí và vị trí Vị trí đắc địa nhưng khách sạn đã cũ rồi. Khách tới thăm người ở trong khách sạn sao phải gửi chứng minh thư ở lễ tân mới được lên phòng nhỉ? Mình ko phải tới thăm đối tác lần đầu ở khách sạn mà nhân viên lễ tân ở khách sạn này lại yêu cầu và còn cho mình một bài giảng về quy định của tất cả các khách sạn đều là như thế... Vậy những khách sạn khác cho mình lên phòng ko cần chứng minh như Sheraton cũng là phạm luật. Thậm chí khách xuống đón mà nhân viên lễ tân vẫn bắt để lại chứng minh là sao nhỉ? Thật là một kinh nghiệm thú vị sau hơn 20 năm đón và tiếp khách tại Việt Nam.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
nhân viên bảo vệ tiếp tân làm phòng rất lịch sự và thân thiện nhà hàng điểm tâm nhân viên thanh li ch trẻ các món ăn vn trứng cà phê rất thơm ngon khách sạn cần điều chỉnh lại hệ thống wifi cho tốt hơn vì so với những ks khác thì chúng tôi nhận thấy của họ có sóng mạnh hơn chúng tôi không thể vào một số web site cần thiết khi lưu trú tại riverside tuy nhiên nhân viên lễ tân đã được thông báo và chúng tôi hy vọng vấn đề sẽ được ban quản trị giải quyết lần thăm viếng này chúng tôi rất thích sàn gỗ mới rất sa ch và đẹp tuy cái giường đôi khi nó chạy tuột khỏi vị trí nên cũng gây bất tiện tuy nhiên cô làm phòng đã vui vẻ hoàn chỉnh lại chúng tôi rất hài lo ng khi tại riverside hotel và sẽ giới thiệu tốt cho bà con và bạn bè thân hữu khi họ có dịp ghé thành phố saigon cảm ơn và chúc ks luôn thịnh vượng,"1) Nhân viên bảo vệ, tiếp tân, làm phòng rất lịch sự và thân thiện. 2) Nhà hàng điểm tâm nhân viên thanh lịch, trẻ, các món ăn VN, trứng, cà phê rất thơm ngon Khách sạn cần điều chỉnh lại hệ thống WIFI cho tốt hơn vì so với những KS khác thì chúng tôi nhận thấy của họ có sóng mạnh hơn. Chúng tôi không thể vào một số web site cần thiết khi lưu trú tại Riverside. Tuy nhiên nhân viên lễ tân đã được thông báo và chúng tôi hy vọng vấn đề sẽ được ban quản trị giải quyết. Lần thăm viếng này chúng tôi rất thích sàn gỗ mới rất sạch và đẹp. Tuy cái giường đôi khi nó chạy tuột khỏi vị trí nên cũng gây bất tiện. Tuy nhiên Cô làm phòng đã vui vẻ hoàn chỉnh lại. Chúng tôi rất hài lỏng khi ở tại Riverside Hotel và sẽ giới thiệu tốt cho bà con và bạn bè thân hữu khi họ có dịp ghé thành phố Saigon. Cảm ơn và chúc ks luôn thịnh vượng.",hotel,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,1
sạch sẽ tiện nghi gia đình đã có đêm cuối năm thật tuyệt vời đây địa điểm cực kỳ lý tưởng để chào đón năm mơi,"Sạch sẽ, tiện nghi Gia đình đã có 1 đêm cuối năm thật tuyệt vời ở đây, địa điểm cực kỳ lý tưởng để chào đón năm mơi",hotel,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vị trí gần trung tâm khách sạn này có thiết kế ngoại thất khá đẹp gần trung tâm quận nhưng nội thất thì quá tệ trang thiết bị quá cũ vệ sinh phòng ốc không sạch sẽ bữa sáng thực sự tệ tôi sẽ không bao giờ khách sạn này nữa lời khuyên về đặc điểm khách sạn không nên chọn khách sạn này vì quanh đó có nhiều khách sạn tốt hơn với giá rẻ hơn lại thuận tiện đi lại,"vị trí gần trung tâm Khách sạn này có thiết kế ngoại thất khá đẹp, gần trung tâm Quận I nhưng nội thất thì quá tệ, trang thiết bị quá cũ, vệ sinh phòng ốc không sạch sẽ, bữa sáng thực sự tệ. Tôi sẽ không bao giờ ở khách sạn này nữa. Lời khuyên về đặc điểm khách sạn: Không nên chọn khách sạn này vì quanh đó có nhiều khách sạn tốt hơn với giá rẻ hơn lại thuận tiện đi lại.",hotel,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0
vị trí tốt khi thưởng ngoạn một đêm giao thừa tại trung tâm thành phố địa điểm thuận tiện cho bạn vòng quanh trung tâm thành phố đặc biệt dạo quanh đường hoa nguyễn huệ lời khuyên về giải trí ban đêm gần bến tàu cánh ngầm ngay trung tâm có nhiều địa điểm xung quanh khách sạn để giải trí,"Vị trí tốt khi thưởng ngoạn một đêm giao thừa tại trung tâm thành phố Địa điểm thuận tiện cho bạn vòng quanh trung tâm thành phố, đặc biệt dạo quanh đường hoa Nguyễn Huệ. Lời khuyên về giải trí ban đêm: Gần bến tàu cánh ngầm, ngay trung tâm, có nhiều địa điểm xung quanh khách sạn để giải trí",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trung tam tp hcm ben song saigon giao thong rat tien loi de di chuyen trong noi ngoai thanh pho saigon hoac di xa nhu vung tau qua tau cao toc vv day la 01 ks voi loi kien truc co kinh cua nguoi phap ngay xua trong phong voi loi bai tri theo phong cach au chau rat de thuong theo toi nen tam goi la ks stars thi on nhat vi nhung dac diem sau rat lich su va an ninh khong on ao va rat yen tinh de nghi ngoi nhan vien phuc vu ks rat kin dao va nha nhan voi khach du lich lời khuyên về ngắm cảnh day co the goi la 01 ks lich su day du tien nghi mac du la ho chi co sao thoi nhung so voi nhung ks khac thi ho rat day du tien nghi hoi tiec la chua co ho boi trong ks,"Trung tam tp HCM, ben song Saigon, giao thong rat tien loi de di chuyen trong noi ngoai thanh pho Saigon, hoac di xa nhu Vung Tau qua tau cao toc vv. Day la 01 ks voi loi kien truc co kinh cua nguoi Phap ngay xua, trong phong voi loi bai tri theo phong cach Au Chau rat de thuong.Theo toi nen tam goi la ks 3 1/2 stars thi on nhat vi nhung dac diem sau :- Rat lich su va an ninh.- Khong on ao va rat yen tinh de nghi ngoi.- Nhan vien phuc vu ks rat kin dao va nha nhan voi khach du lich. Lời khuyên về ngắm cảnh: Day co the goi la 01 ks lich su day du tien nghi mac du la ho chi co 3 sao thoi, nhung so voi nhung ks khac, thi ho rat day du tien nghi, hoi tiec la chua co ho boi trong ks.",hotel,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
rất hài lòng và thật sự tận hưởng được đêm giao thừa cùng gia đình cám ơn tuyết nhung chudu24 rất nhiệt tình trong việc tìm khách sạn vì gần đến ngày giao thừa và cám ơn riverside đã tạo điều kiện sắp xếp phòng tốt nhất để ngắm pháo hoa giao thừa hẹn giao thừa năm sau,"Rất hài lòng và thật sự tận hưởng được đêm giao thừa cùng gia đình, cám ơn Tuyết Nhung Chudu24 rất nhiệt tình trong việc tìm khách sạn vì gần đến ngày giao thừa và cám ơn Riverside đã tạo điều kiện sắp xếp phòng tốt nhất để ngắm pháo hoa giao thừa, hẹn giao thừa năm sau.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cảnh quan phòng có mùi mốc các thứ khác tạm được quên đồ nhưng nhân viên ko báo,"cảnh quan phòng có mùi mốc, các thứ khác tạm được, quên đồ nhưng nhân viên ko báo.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
tiện nghi vị trí thuận lợi phục vụ tốt vị trí resort ngay gần chợ và biển thuận lơi cho việc ăn uống và vui chơi tuy nhiên phòng có muỗi vào ban đêm,"tiện nghi, vị trí thuận lợi, phục vụ tốt Vị trí resort ngay gần chợ và biển, thuận lơi cho việc ăn uống và vui chơi, tuy nhiên phòng có muỗi vào ban đêm",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
khách sạn nuôi khá nhiều muỗi hihihi mình hài lòng,Khách sạn nuôi khá nhiều muỗi hihihi Mình hài lòng,hotel,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhân viên phục vụ tốt giường nằm và hồ bơi không sạch tôi đi về đã bị dính mấy đốt đỏ trên lưng cổ và mặt phòng 215 216 nước vòi rỉ nhỏ lỗ cống thoát nước hư nên vừa tắm vừa lội bên trong,"nhân viên phục vụ tốt giường nằm và hồ bơi không sạch, tôi đi về đã bị dính mấy đốt đỏ trên lưng, cổ, và mặt. Phòng 215, 216 nước vòi rỉ nhỏ, lỗ cống thoát nước hư nên vừa tắm vừa lội bên trong .",hotel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1
gần tp có không khí trong lành có thể đi vào rừng đước tham quan khu dự trữ sinh quyển thế giới tạm ổn nếu chọn một địa điểm gần thành phố hồ chí minh,"Gần tp, có không khí trong lành, có thể đi vào rừng đước tham quan khu dự trữ sinh quyển thế giới Tạm ổn nếu chọn một địa điểm gần thành phố Hồ chí minh",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đẹp sạch sẽ gần trung tâm tot khách sạn sạch sẽ gần trung tâm nhân viên lịch sự phù hợp nghỉ dưỡng,"đẹp, sạch sẽ, gần trung tâm tot, khách sạn sạch sẽ, gần trung tâm, nhân viên lịch sự, phù hợp nghỉ dưỡng",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gan rung va sat bien binh thuong khong co gi dat biet nen khong co cam nhan,Gan rung va sat bien. Binh thuong khong co gi dat biet nen khong co cam nhan.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yên tĩnh sạch sẽ tiện nghi hài lòng,"Yên tĩnh, sạch sẽ, tiện nghi Hài lòng",hotel,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rộng thoáng mát vị trí đẹp gần khu vực chợ gẩn chợ đồ biển mua đực thức ăn chat lượng giá hợp lý,"Rộng thoáng mát, vị trí đẹp, gần khu vực chợ Gẩn chợ đồ biển, mua đực thức ăn chat lượng giá hợp lý",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ăn uống chất lượng tốt chi phí sinh hoạt thấp hoan sơ thích hợp cho việc nghỉ dưỡng,"Ăn uống chất lượng tốt, chi phí sinh hoạt thấp, hoan sơ thích hợp cho việc nghỉ dưỡng",hotel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vị trí tốt khuôn viên đẹp phòng ngủ thoải mái lựa chọn thú vị cho kỳ nghỉ ngắn ngày và không quá xa trung tâm tp,Vị trí tốt. Khuôn viên đẹp. Phòng ngủ thoải mái. Lựa chọn thú vị cho kỳ nghỉ ngắn ngày và không quá xa trung tâm tp.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
là ks tốt nhất khu vực này vị trì đẹp sát biển nhân viên thân thiện ks đẹp phù hợp gia đình nghỉ dưỡng cuối tuần nhưng buổi tối rất buồn ks nên có những giải pháp giải trí buổi tối để tăng thêm sự hấp dẫn cho ks về đêm,"1/ Là KS tốt nhất khu vực này. 2/ Vị trì đẹp sát biển. 3/ Nhân viên thân thiện. KS đẹp, phù hợp gia đình nghỉ dưỡng cuối tuần. Nhưng buổi tối rất buồn, KS nên có những giải pháp giải trí buổi tối để tăng thêm sự hấp dẫn cho KS về đêm.",hotel,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
khuôn viên đẹp và thoáng mát phù hợp với nhu cầu nghỉ dưỡng gần thanh phố giá cả tương đối,"Khuôn viên đẹp và thoáng mát Phù hợp với nhu cầu nghỉ dưỡng, gần thanh phố, giá cả tương đối",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
không gian khuôn viên rộng thoáng mát và yên tĩnh một kỳ nghỉ thú vị và hài lòng không khí đây thật trong lành và rất yên tĩnh đã mang lai cảm giác thoải mái riêng tư cho tôi lời khuyên về đặc điểm khách sạn nên tới nếu bạn thấy ngột ngạt vì công việc,Không gian khuôn viên rộng thoáng mát và yên tĩnh Một kỳ nghỉ thú vị và hài lòng. Không khí ở đây thật trong lành và rất yên tĩnh đã mang lai cảm giác thoải mái riêng tư cho tôi. Lời khuyên về đặc điểm khách sạn: Nên tới nếu bạn thấy ngột ngạt vì công việc,hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co khong khi tot sach se cam on agoda da cho chung toi gia tot nhat khach san sach se nhan vien phuc vu chu dao nha hang co nhung mon an ngon buffe sang cung rat phong phu neu co den can gio chung toi lai chon resort can gio lan nua lời khuyên về ngắm cảnh phong canh dep thich hop cho nghi duong rat yen tinh,co khong khi tot sach se cam on agoda da cho chung toi gia tot nhat.khach san sach se nhan vien phuc vu chu dao.nha hang co nhung mon an ngon.buffe sang cung rat phong phu.neu co den can gio chung toi lai chon resort can gio 1 lan nua. Lời khuyên về ngắm cảnh: phong canh dep thich hop cho nghi duong.rat yen tinh,hotel,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thân thiện các thiết bị cũ kỹ làm phiền khách do phải dọn phòng khác khi phàn nàn với resort vòi nước nóng chảy yếu máy lạnh không điều khiển được hướng gió nói chung chưa thật sự tốt cho kỳ nghỉ lời khuyên về nhà hàng nên ăn uống tại resort nếu không thích phải đi xa chợ cần giờ trước resort nhiều hàng ăn nhưng không đảm bảo vệ sinh,"Thân thiện Các thiết bị cũ kỹ,làm phiền khách do phải dọn phòng khác khi phàn nàn với Resort (vòi nước nóng chảy yếu, máy lạnh không điều khiển được hướng gió...). Nói chung chưa thật sự tốt cho kỳ nghỉ Lời khuyên về nhà hàng: Nên ăn uống tại Resort nếu không thích phải đi xa (chợ Cần Giờ). Trước Resort nhiều hàng ăn nhưng không đảm bảo vệ sinh.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1
cây xanh sân vườn bãi đậu xe đủ chỗ cho xe hơi nhưng không có mái che nắng nóng xe phòng nhỏ cách âm không tốt giường đóng liền vào tường nên hay gây tiếng ồn do thành giường đập vào tườngtủ lạnh không phòng nào còn nút chỉnh nhiệt độgiá niêm yết cho cùng phòng lại khác nhau nếu người hay người lời khuyên về ngắm cảnh cần giờ resort không phải là nơi tốt để ngắm biển vì bãi biển có dãy hàng quán ngăn cách với resort,"Cây xanh, sân vườn Bãi đậu xe : đủ chỗ cho xe hơi, nhưng không có mái che, nắng nóng xe.Phòng : nhỏ, cách âm không tốt, giường đóng liền vào tường nên hay gây tiếng ồn do thành giường đập vào tườngTủ lạnh không phòng nào còn nút chỉnh nhiệt độGiá niêm yết cho cùng 1 phòng lại khác nhau nếu ở 1 người hay 2 người. Lời khuyên về ngắm cảnh: Cần Giờ Resort không phải là nơi tốt để ngắm biển vì bãi biển có 1 dãy hàng quán ngăn cách với resort",hotel,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,-1,0
